file,session,peak,T,bracket,repeat_idx,delta_ms,delta_err_ms,rate_MHzms,width_ms,chi2_red,init_fallback,acf_score,h_m3,h_m2,h_m1,h_0,h_p1,h_p2,h_p3,fit_rms,resid_norm,n_fitted,t0_ms,top3_ok,top3_marginal,rank_m1,rank_p1,n_railed,verdict,top3_gated,reindex_action,reindex_j,excised_k,n_refits,delta_advised_ms,excluded_advised,excluded,excluded_reason,trimmed,trim_start_ms,trim_end_ms,trim_reason,outlier,outlier_reason,status
rulers_p/4192nm_eom_before3.csv,P,4192,130,before,3,147.03323933645743,0.22330016648912798,0.042507395118311114,56.64712562150491,0.9224875330346137,False,0.24152605738577917,0.010512767302311786,0.06845798917675627,0.3046319459035151,0.12704853758001025,0.3209880082081953,0.0638915313031888,6.006890470957416e-17,0.009926134581229224,0.9575749782598663,1999,183.2031568863528,True,False,2,1,1,PASS,False,none,0,,0,147.03323933645743,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_before4.csv,P,4192,130,before,4,147.43047175905372,0.23118440567698062,0.042392864415535504,58.381180304251046,0.885451973704792,False,0.3643405363074567,0.0012978526728713025,0.05787580588678289,0.3067031501670258,0.18944419538309698,0.3323177616030229,0.06447344270976377,0.015448968116514849,0.009948766791023748,0.938157375850429,2000,-123.51336709655133,True,False,2,1,0,PASS,False,none,0,,0,147.43047175905372,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_before5.csv,P,4192,130,before,5,146.6128919782389,0.2093249547108714,0.04262926619664292,57.10801888687867,1.0840621056031077,False,0.5218873599030092,0.010400512171629834,0.07121681622978474,0.4487510461736767,0.4465061061762953,0.38755270351097193,0.07318966841329824,0.005034782682187223,0.013049437868206564,1.0380547832217184,2000,-378.8650743134182,True,False,1,3,0,PASS,False,none,0,,0,146.6128919782389,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_before6.csv,P,4192,130,before,6,146.9158447996564,0.2014732538122653,0.04254136106641791,56.05224479127456,0.9278394964049687,False,0.5329141225275608,0.005261499471689922,0.07023600342481152,0.4097606639117831,0.43830573308237675,0.39122021571015486,0.0702294266617389,0.010045843524631547,0.01176999637378521,0.9603501754186016,2000,-323.0529126789625,True,False,2,3,0,PASS,False,none,0,,0,146.9158447996564,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_after1.csv,P,4207,130,after,1,144.36551034211982,0.5737840449730912,0.043292888898384695,54.851994814884165,0.8013156486820728,False,0.536413648389667,0.0038066669579056014,0.002635742468345997,0.03183770295064677,0.17297240889215842,0.1583587267224829,0.1792480924362098,0.03235797105200312,0.007243897134177306,0.8924714839368593,1999,247.65141841456528,False,False,5,3,0,FAIL,False,phase_shift,1,,4,144.32837316898775,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_after2.csv,P,4207,130,after,2,144.6530956899824,0.6543610004890814,0.04320681814784576,56.87665060598828,0.807709724716792,False,0.5195087741556802,0.0038828965472961752,0.0018853198266122557,0.02784703449209075,0.14839660915538425,0.1230322992886917,0.14110708714630021,0.02839187844467121,0.006899169726240199,0.8960251347072505,1999,248.40320206009457,False,False,5,3,0,FAIL,False,phase_shift,1,,4,144.59479896260956,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_after3.csv,P,4207,130,after,3,144.98025735799376,0.6137866980860518,0.04310931787468919,55.70942877060296,0.760163848323298,False,0.48955314159932534,0.0047437013157046225,0.002805592603680629,0.031766212183589326,0.15768912865464263,0.11278321234017515,0.1477578494407699,0.03160811205591027,0.00677987448240779,0.8692528881752404,1999,241.8818607981987,False,False,4,3,0,FAIL,False,phase_shift,1,,4,144.94562449416742,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_after4.csv,P,4207,130,after,4,144.79946275071933,0.6424708408533288,0.043163143572982295,55.440180696852885,0.8401221376657494,False,0.4403204715510108,0.004211461415294052,2.955861503432401e-17,0.02769014735204739,0.14350584948244674,0.09223591735558326,0.13843660848740247,0.028622427541534615,0.0068123060558120474,0.9138265060789867,1999,258.8891424858362,False,False,5,3,1,FAIL,False,phase_shift,1,,4,144.6128561578813,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_after5.csv,P,4207,130,after,5,145.00501431717313,0.650847020225473,0.043101957745607454,55.52997128358098,0.8085815076644529,False,0.3619578173465084,0.005029621418486169,0.00037724855951547963,0.0259405133909234,0.13938358830063818,0.07339665914346721,0.13516246047607808,0.028405332782320512,0.006518176133856708,0.8965085563788359,1999,239.69845359859036,False,False,5,3,0,FAIL,False,phase_shift,1,,4,144.97497320875758,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4207nm_eom_before1.csv,P,4207,130,before,1,146.48808178509785,0.48365115463609776,0.042665587014573146,56.94591526385435,0.8522210566547556,False,0.3956289502776758,0.0054987479049344425,0.0390501873210878,0.18327670551444822,0.11731041426502703,0.18185517014971356,0.040156612034407825,0.004893272947933411,0.007663947027269369,0.9203831660632902,1999,374.0452976404067,True,False,1,2,0,PASS,False,none,0,,0,146.48808178509785,False,False,,False,nan,nan,,0,,CALIB
